,Property Type,Price,Address,Locality,Beds,Baths,Home Size,Lot Size,Garage,Link,Construction
2307,House for Sale,"$679,000",1817 T St,"Sacramento, CA 95811",2 bed,2.5 bath,"1,600 sqft","1,634 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/1817-T-St_Sacramento_CA_95811_M22166-74055,NEW CONSTRUCTION
2308,House for Sale,"$399,000",449 Dragonfly Cir,"Sacramento, CA 95834",4 bed,2.5 bath,"2,009 sqft","3,576 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/449-Dragonfly-Cir_Sacramento_CA_95834_M25990-33632,
2309,House for Sale,"$320,000",2450 27th Ave,"Sacramento, CA 95822",3 bed,2 bath,"1,189 sqft","8,276 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2450-27th-Ave_Sacramento_CA_95822_M15277-04583,
2310,Multi-Family Home,"$1,220,000",2318 H St,"Sacramento, CA 95816",6 bed,4 bath,"3,280 sqft","6,534 sqft lot",4 car,https://www.realtor.com/realestateandhomes-detail/2318-H-St_Sacramento_CA_95816_M20971-76823,
2311,House for Sale,"$189,000",3721 40th Ave,"Sacramento, CA 95824",2 bed,1 bath,955 sqft,"8,398 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3721-40th-Ave_Sacramento_CA_95824_M16058-39892,
2312,Condo/Townhome,"$499,900",400 Elmhurst Cir,"Sacramento, CA 95825",3 bed,2.5 bath,"2,137 sqft","2,614 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/400-Elmhurst-Cir_Sacramento_CA_95825_M25395-36155,
2313,Condo/Townhome,"$265,000",8872 LA Riviera Dr Unit F,"Sacramento, CA 95826",3 bed,1.5 bath,"1,191 sqft",871 sqft lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/8872-LA-Riviera-Dr-Unit-F_Sacramento_CA_95826_M13056-65413,
2314,House for Sale,"$340,000",409 Tenaya Ave,"Sacramento, CA 95833",3 bed,1 bath,756 sqft,0.23 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/409-Tenaya-Ave_Sacramento_CA_95833_M27833-04058,
2315,Multi-Family Home,"$265,000",2651 Princeton St,"Sacramento, CA 95815",2 bed,2 bath,"1,300 sqft","7,928 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2651-Princeton-St_Sacramento_CA_95815_M29871-11497,
2316,House for Sale,"$789,900",8936 Tokay Ln,"Sacramento, CA 95829",0 bed,NOT LISTED,NOT LISTED,12.0 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/8936-Tokay-Ln_Sacramento_CA_95829_M24604-16248?ex=CA2303618352,
2317,House for Sale,"$259,950",7668 18th St,"Sacramento, CA 95832",3 bed,1 bath,896 sqft,"6,098 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/7668-18th-St_Sacramento_CA_95832_M11697-79727,
2318,House for Sale,"$345,000",3287 Rosemont Dr,"Sacramento, CA 95826",3 bed,2 bath,"1,288 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3287-Rosemont-Dr_Sacramento_CA_95826_M25319-98989,
2319,House for Sale,"$524,990",The Redwood Collection at Parkside The Trinidad - Plan 3141,"Sacramento, CA 95829",5 bed,3 bath,"3,141 sqft",NOT LISTED,3 car,https://www.realtor.com/realestateandhomes-detail/The-Trinidad-Plan-3141_The-Redwood-Collection-at-Parkside_9366-Sugar-Bush-Cir_Sacramento_CA_95829_P415353492964,NEW CONSTRUCTION
2320,Multi-Family Home,"$325,000",2422 Knoll St,"Sacramento, CA 95815",3 bed,3 bath,"1,140 sqft","6,970 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2422-Knoll-St_Sacramento_CA_95815_M14280-42155,
2321,Multi-Family Home,"$389,900",3911 Annadale 7 Ln # 8,"Sacramento, CA 95821",6 bed,4 bath,"2,320 sqft",0.33 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/3911-Annadale-Ln_Sacramento_CA_95821_M14516-62402,
2322,House for Sale,"$390,990",Heritage Vineyard Creek The Siena - Plan 1743,"Sacramento, CA 95829",2 bed,2 bath,"1,743 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/The-Siena-Plan-1743_Heritage-Vineyard-Creek_7463-Golden-Stars-Way_Sacramento_CA_95829_P414071600536,NEW CONSTRUCTION
2323,Multi-Family Home,"$600,000",2816 D St,"Sacramento, CA 95816",2 bed,2 bath,"1,188 sqft","6,534 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/2816-D-St_Sacramento_CA_95816_M19582-38352,
2324,House for Sale,"$430,490",Natomas Field Residence 1,"Sacramento, CA 95834",3 bed,2.5 bath,"2,220 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Residence-1_Natomas-Field_3881-Samuelson-Way_Sacramento_CA_95834_P412774180101,NEW CONSTRUCTION
2325,House for Sale,"$503,490",The Redwood Collection at Parkside The Ferndale - Plan 2689,"Sacramento, CA 95829",4 bed,3 bath,"2,689 sqft",NOT LISTED,3 car,https://www.realtor.com/realestateandhomes-detail/The-Ferndale-Plan-2689_The-Redwood-Collection-at-Parkside_9366-Sugar-Bush-Cir_Sacramento_CA_95829_P414873058782,NEW CONSTRUCTION
2326,House for Sale,"$415,990",Natomas Field Residence 4,"Sacramento, CA 95834",4 bed,2.5 bath,"2,113 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Residence-4_Natomas-Field_3881-Samuelson-Way_Sacramento_CA_95834_P415244835772,NEW CONSTRUCTION
2327,Land,"$185,000",5218 Martin Luther King Jr Blvd,"Sacramento, CA 95820",NOT LISTED,NOT LISTED,NOT LISTED,0.53 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/5218-Martin-Luther-King-Jr-Blvd_Sacramento_CA_95820_M19709-08438,
2328,House for Sale,"$392,273",Montauk at The Hamptons Plan 2W,"Sacramento, CA 95835",3 bed,2.5 bath,"1,859 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Plan-2W_Montauk-at-The-Hamptons_3124-Longboat-Key-Way_Sacramento_CA_95835_P414534727243,NEW CONSTRUCTION
2329,Land,"$74,900",2400 Knoll St,"Sacramento, CA 95815",NOT LISTED,NOT LISTED,NOT LISTED,"6,098 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2400-Knoll-St_Sacramento_CA_95815_M19461-80176,
2330,Land,"$399,000",W LA Loma Dr,"Sacramento, CA 95827",NOT LISTED,NOT LISTED,NOT LISTED,0.83 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/W-LA-Loma-Dr_Sacramento_CA_95827_M20079-28373,
2331,Land,"$375,000",D St,"Sacramento, CA 95816",NOT LISTED,NOT LISTED,NOT LISTED,"6,534 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/D-St_Sacramento_CA_95816_M11016-04634,
2332,House for Sale,"$3,599,000",1325 45th St,"Sacramento, CA 95819",4 bed,5.5 bath,"4,848 sqft",0.36 acres lot,4 car,https://www.realtor.com/realestateandhomes-detail/1325-45th-St_Sacramento_CA_95819_M22678-17574,
2333,House for Sale,"$569,000",3020 Marshall Way,"Sacramento, CA 95817",3 bed,2.5 bath,"1,617 sqft","3,581 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3020-Marshall-Way_Sacramento_CA_95817_M28146-95280,
2334,House for Sale,"$1,850,000",1850 Maple Glen Rd,"Sacramento, CA 95864",5 bed,4 bath,"4,634 sqft",1.2 acres lot,6 car,https://www.realtor.com/realestateandhomes-detail/1850-Maple-Glen-Rd_Sacramento_CA_95864_M15870-93197,
2335,House for Sale,"$370,000",2117 27th St,"Sacramento, CA 95818",2 bed,1 bath,"1,030 sqft","3,049 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2117-27th-St_Sacramento_CA_95818_M24902-95250,
2336,House for Sale,"$1,380,000",7699 Grand View Rd,"Sacramento, CA 95829",6 bed,4.5 bath,"7,003 sqft",2.44 acres lot,6 car,https://www.realtor.com/realestateandhomes-detail/7699-Grand-View-Rd_Sacramento_CA_95829_M16854-46243,
2337,House for Sale,"$1,748,888",1714 Ladino Rd,"Sacramento, CA 95864",5 bed,4.5 bath,"4,741 sqft",0.72 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/1714-Ladino-Rd_Sacramento_CA_95864_M15982-72980,
2338,House for Sale,"$510,000",20 Jack Perry Pl,"Sacramento, CA 95833",3 bed,2 bath,"2,107 sqft","8,329 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/20-Jack-Perry-Pl_Sacramento_CA_95833_M19898-35685,
2339,House for Sale,"$2,500,000",450 Hopkins Rd,"Sacramento, CA 95864",5 bed,4 bath,"4,478 sqft",0.69 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/450-Hopkins-Rd_Sacramento_CA_95864_M24358-25037,
2340,House for Sale,"$160,000",2954 Albatross Way,"Sacramento, CA 95815",2 bed,2 bath,"1,320 sqft","6,970 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2954-Albatross-Way_Sacramento_CA_95815_M29660-93506,
2341,House for Sale,"$387,000",8507 Dartford Dr,"Sacramento, CA 95823",3 bed,2.5 bath,"1,700 sqft","8,146 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8507-Dartford-Dr_Sacramento_CA_95823_M22178-76136,
2342,House for Sale,"$799,000",2214 U St,"Sacramento, CA 95818",3 bed,3 bath,"2,652 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2214-U-St_Sacramento_CA_95818_M25053-13425,
2343,House for Sale,"$235,000",912 North Ave,"Sacramento, CA 95838",3 bed,2 bath,972 sqft,"6,098 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/912-North-Ave_Sacramento_CA_95838_M19476-89830,
2344,House for Sale,"$219,000",3036 Clay St,"Sacramento, CA 95815",3 bed,2 bath,"1,200 sqft","4,356 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3036-Clay-St_Sacramento_CA_95815_M28733-75841,
2345,Condo/Townhome,"$185,000",3715 Tallyho Dr Apt 65,"Sacramento, CA 95826",2 bed,2 bath,890 sqft,NOT LISTED,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3715-Tallyho-Dr-Apt-65_Sacramento_CA_95826_M25885-70797,
2346,House for Sale,"$394,950",1808 Yellowwood Ave Dr Lot 6,"Sacramento, CA 95834",3 bed,2.5 bath,"1,860 sqft","2,448 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1808-S-Breezy-Meadow-Dr-6_Sacramento_CA_95834_M22085-12814,NEW CONSTRUCTION
2347,House for Sale,"$469,000",12 Pebble Ct,"Sacramento, CA 95831",3 bed,2 bath,"1,778 sqft","8,712 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/12-Pebble-Ct_Sacramento_CA_95831_M28876-13357,
2348,House for Sale,"$625,000",5687 Rolling Oak Dr,"Sacramento, CA 95841",3 bed,2 bath,"3,381 sqft",0.37 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/5687-Rolling-Oak-Dr_Sacramento_CA_95841_M20751-50725,
2349,House for Sale,"$379,950",5528 11th Ave,"Sacramento, CA 95820",3 bed,2 bath,"1,557 sqft","5,227 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5528-11th-Ave_Sacramento_CA_95820_M11703-98727,
2350,Condo/Townhome,"$134,950",4711 Hayford Way Apt 4,"Sacramento, CA 95842",2 bed,1 bath,924 sqft,NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/4711-Hayford-Way-Apt-4_Sacramento_CA_95842_M28240-81251,
2351,House for Sale,"$375,000",5936 Wheatsheaf Ln,"Sacramento, CA 95835",2 bed,2 bath,"1,538 sqft","4,792 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5936-Wheatsheaf-Ln_Sacramento_CA_95835_M13660-87662,
2352,House for Sale,"$355,900",4948 Willow Rock Way,"Sacramento, CA 95841",4 bed,2 bath,"1,960 sqft",0.24 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/4948-Willow-Rock-Way_Sacramento_CA_95841_M17610-73362,
2353,House for Sale,"$289,000",6527 37th Ave,"Sacramento, CA 95824",3 bed,2 bath,"1,170 sqft","4,356 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6527-37th-Ave_Sacramento_CA_95824_M24199-25779,
2354,House for Sale,"$359,400",913 Bell Ave,"Sacramento, CA 95838",3 bed,2 bath,"1,638 sqft",0.5 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/913-Bell-Ave_Sacramento_CA_95838_M27068-08450,
2355,House for Sale,"$353,000",4010 Tallyho Dr,"Sacramento, CA 95826",3 bed,2 bath,"1,384 sqft","5,889 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4010-Tallyho-Dr_Sacramento_CA_95826_M23985-15532,
2356,House for Sale,"$309,900",1824 Jamestown Dr,"Sacramento, CA 95815",4 bed,2 bath,"1,669 sqft","6,098 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1824-Jamestown-Dr_Sacramento_CA_95815_M14206-63498,
2357,House for Sale,"$299,000",3524 19th Ave,"Sacramento, CA 95820",4 bed,3 bath,"1,450 sqft","4,356 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3524-19th-Ave_Sacramento_CA_95820_M16041-74297,
2358,Multi-Family Home,"$339,500",745 Dixieanne Ave,"Sacramento, CA 95815",5 bed,3 bath,"2,300 sqft","6,534 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/745-Dixieanne-Ave_Sacramento_CA_95815_M13824-65907,
2359,House for Sale,"$199,999",2257 John Still Dr,"Sacramento, CA 95832",3 bed,2 bath,"1,069 sqft","7,405 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2257-John-Still-Dr_Sacramento_CA_95832_M11690-34408,
2360,House for Sale,"$330,000",8340 Fieldpoppy Cir,"Sacramento, CA 95828",4 bed,2 bath,"1,591 sqft","6,207 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8340-Fieldpoppy-Cir_Sacramento_CA_95828_M10282-72719,
2361,House for Sale,"$299,900",2644 Fernandez Dr,"Sacramento, CA 95822",3 bed,2 bath,"1,454 sqft","5,554 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2644-Fernandez-Dr_Sacramento_CA_95822_M23149-10353,
2362,House for Sale,"$450,000",2335 33rd St,"Sacramento, CA 95817",4 bed,2.5 bath,"1,324 sqft","3,485 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2335-33rd-St_Sacramento_CA_95817_M24869-78581,
2363,House for Sale,"$263,800",8 Anacapa Ct,"Sacramento, CA 95823",3 bed,2 bath,"1,255 sqft","7,841 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8-Anacapa-Ct_Sacramento_CA_95823_M25501-39279,
2364,Condo/Townhome,"$239,900",7331 Stratford Pl Unit 602,"Sacramento, CA 95842",2 bed,2 bath,"1,134 sqft",NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/7331-Stratford-Pl-Unit-602_Sacramento_CA_95842_M22567-98959,
2365,House for Sale,"$374,760",2534 Natomas Crossing Dr,"Sacramento, CA 95834",3 bed,2.5 bath,"1,626 sqft","2,040 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2534-Natomas-Crossing-Dr_Sacramento_CA_95834_M23271-76256,NEW CONSTRUCTION
2366,Condo/Townhome,"$120,000",5900 Walerga Rd Apt 2,"Sacramento, CA 95842",2 bed,1 bath,840 sqft,"2,039 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/5900-Walerga-Rd-Apt-2_Sacramento_CA_95842_M12756-59054,
2367,House for Sale,"$295,000",2136 68th Ave,"Sacramento, CA 95822",4 bed,2 bath,"1,426 sqft","9,148 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2136-68th-Ave_Sacramento_CA_95822_M23161-66023,
2368,Multi-Family Home,"$310,000",2816 65th St,"Sacramento, CA 95817",4 bed,2 bath,"1,556 sqft","5,663 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/2816-65th-St_Sacramento_CA_95817_M26875-81150,
2369,Multi-Family Home,"$310,000",2804 65th St,"Sacramento, CA 95817",4 bed,2 bath,"1,514 sqft","5,502 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/2804-65th-St_Sacramento_CA_95817_M26751-66545,
2370,Land,"$190,000",8372 Jackson Rd,"Sacramento, CA 95826",NOT LISTED,NOT LISTED,NOT LISTED,0.9 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/8372-Jackson-Rd_Sacramento_CA_95826_M13369-84702,
2371,Land,"$225,000",3521 Marysville Blvd,"Sacramento, CA 95838",NOT LISTED,NOT LISTED,NOT LISTED,1.0 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3521-Marysville-Blvd_Sacramento_CA_95838_M20372-68992,
2372,Land,"$50,000",3300 24th Ave,"Sacramento, CA 95820",NOT LISTED,NOT LISTED,NOT LISTED,"5,663 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3300-24th-Ave_Sacramento_CA_95820_M18015-62274,
2373,Land,"$169,000",2 Wittkop Way,"Sacramento, CA 95825",NOT LISTED,NOT LISTED,NOT LISTED,0.57 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2-Wittkop-Way_Sacramento_CA_95825_M23138-84268,
2374,Land,"$85,000",3525 44th St,"Sacramento, CA 95817",NOT LISTED,NOT LISTED,NOT LISTED,"3,049 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3525-44th-St_Sacramento_CA_95817_M10359-28042?ex=CA2287831297,
2375,Land,"$2,250,000",9494 Florin Rd,"Sacramento, CA 95829",NOT LISTED,NOT LISTED,NOT LISTED,10.0 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/9494-Florin-Rd_Sacramento_CA_95829_M12769-82471?ex=CA2287584707,
2376,House for Sale,"$185,000",3841 13th Ave,"Sacramento, CA 95820",2 bed,1 bath,635 sqft,"3,485 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3841-13th-Ave_Sacramento_CA_95820_M18435-92814?ex=CA2267817537,
2377,House for Sale,"$229,900",7721 Vallecitos Way,"Sacramento, CA 95828",3 bed,1 bath,"1,176 sqft",0.24 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/7721-Vallecitos-Way_Sacramento_CA_95828_M18685-27521,
2378,House for Sale,"$430,000",2106 Trimble Way,"Sacramento, CA 95825",3 bed,3.5 bath,"2,409 sqft",0.23 acres lot,1 car,https://www.realtor.com/realestateandhomes-detail/2106-Trimble-Way_Sacramento_CA_95825_M14845-00058,
2379,House for Sale,"$974,999",8142 Ardenness Dr,"Sacramento, CA 95829",5 bed,3 bath,"4,209 sqft",1.81 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/8142-Ardenness-Dr_Sacramento_CA_95829_M17078-43075,
2380,Condo/Townhome,"$1,147,000",500 J St Unit 1606,"Sacramento, CA 95814",2 bed,2.5 bath,"1,379 sqft",0.61 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/500-J-St-Unit-1606_Sacramento_CA_95814_M27717-38498,NEW CONSTRUCTION
2381,House for Sale,"$1,050,000",943 Shore Breeze Dr,"Sacramento, CA 95831",4 bed,2.5+ bath,"4,038 sqft",0.3 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/943-Shore-Breeze-Dr_Sacramento_CA_95831_M13209-79028,
2382,House for Sale,"$599,000",2861 Calle Vista Way,"Sacramento, CA 95821",2 bed,2.5 bath,"2,628 sqft","4,792 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2861-Calle-Vista-Way_Sacramento_CA_95821_M10352-21855,
2383,House for Sale,"$250,000",1142 Rivera Dr,"Sacramento, CA 95838",3 bed,2 bath,"1,296 sqft","5,406 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1142-Rivera-Dr_Sacramento_CA_95838_M19050-94857,
2384,House for Sale,"$699,000",1028 58th St,"Sacramento, CA 95819",3 bed,2 bath,"1,700 sqft","6,970 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1028-58th-St_Sacramento_CA_95819_M14666-12466,
2385,House for Sale,"$1,049,000",8133 Ibanez Ct,"Sacramento, CA 95829",5 bed,3 bath,"3,555 sqft",0.94 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/8133-Ibanez-Ct_Sacramento_CA_95829_M16997-56365,
2386,Condo/Townhome,"$166,900",9101 Newhall Dr Apt 84,"Sacramento, CA 95826",2 bed,1 bath,"1,036 sqft",NOT LISTED,yes car,https://www.realtor.com/realestateandhomes-detail/9101-Newhall-Dr-Apt-84_Sacramento_CA_95826_M19521-53948,
2387,House for Sale,"$309,000",8994 Salmon Falls Dr,"Sacramento, CA 95826",3 bed,2 bath,"1,439 sqft","9,540 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8994-Salmon-Falls-Dr_Sacramento_CA_95826_M24695-44418,
2388,House for Sale,"$260,000",2108 Edison Ave,"Sacramento, CA 95821",6 bed,2 bath,"2,055 sqft","9,148 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2108-Edison-Ave_Sacramento_CA_95821_M29396-71952,
2389,House for Sale,"$999,888",7625 Marina Cove Dr,"Sacramento, CA 95831",5 bed,3.5 bath,"4,105 sqft","9,710 sqft lot",4 car,https://www.realtor.com/realestateandhomes-detail/7625-Marina-Cove-Dr_Sacramento_CA_95831_M15236-31223,
2390,House for Sale,"$305,000",4869 Willowbrook Dr,"Sacramento, CA 95842",4 bed,2 bath,"1,725 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4869-Willowbrook-Dr_Sacramento_CA_95842_M27649-54693,
2391,House for Sale,"$620,000",388 Camelia River Way,"Sacramento, CA 95831",4 bed,3 bath,"2,813 sqft","7,148 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/388-Camelia-River-Way_Sacramento_CA_95831_M10838-18570,
2392,House for Sale,"$589,990",6777 Trudy Way,"Sacramento, CA 95831",5 bed,3 bath,"3,151 sqft",0.33 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/6777-Trudy-Way_Sacramento_CA_95831_M28259-00956,
2393,House for Sale,"$391,850",1804 Yellowwood Ave Lot 4,"Sacramento, CA 95834",3 bed,2.5 bath,"1,644 sqft","2,448 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1804-Yellowwood-Ave-4_Sacramento_CA_95834_M22086-61877,NEW CONSTRUCTION
2394,House for Sale,"$339,000",8 Bonaventure Ct,"Sacramento, CA 95823",3 bed,2 bath,"1,660 sqft","6,978 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8-Bonaventure-Ct_Sacramento_CA_95823_M22664-70925,
2395,House for Sale,"$899,000",1909 49th St,"Sacramento, CA 95819",3 bed,2 bath,"1,840 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1909-49th-St_Sacramento_CA_95819_M25710-87813,
2396,House for Sale,"$469,500",23 Riverpebble Ct,"Sacramento, CA 95833",3 bed,2.5 bath,"2,411 sqft","5,807 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/23-Riverpebble-Ct_Sacramento_CA_95833_M13662-92488,
2397,House for Sale,"$275,000",4217 Plumas Ct,"Sacramento, CA 95820",2 bed,1 bath,888 sqft,"6,970 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4217-Plumas-Ct_Sacramento_CA_95820_M16539-98863,
